,Id,Alley,Fence,SalePrice,LotArea,OverallQual,YearRemodAdd,YearBuilt,MasVnrArea,TotalBsmtSF,GrLivArea,FullBath,GarageCars,Fireplaces,WoodDeckSF,OpenPorchSF,SaleCondition,KitchenQual,Heating,GarageType
1204,1205,,MnPrv,153500,10140,5,1975,1975,0.0,1056,1074,1,2,0,0,88,Normal,TA,GasA,Attchd
1205,1206,,,271900,14684,7,1991,1990,234.0,2158,2196,2,3,1,84,70,Normal,Gd,GasA,Attchd
1206,1207,,MnPrv,107000,8900,4,1966,1966,0.0,1056,1056,1,1,0,0,42,Normal,TA,GasA,Detchd
1207,1208,,,200000,9135,6,2003,2003,120.0,1682,1700,2,2,0,192,23,Normal,Gd,GasA,Attchd
1208,1209,,,140000,7763,5,1980,1962,0.0,931,1283,1,2,0,0,0,Normal,TA,GasA,Detchd
1209,1210,,,290000,10182,8,2006,2006,420.0,1660,1660,2,2,1,322,50,Partial,Gd,GasA,Attchd
1210,1211,,GdPrv,189000,11218,6,1992,1992,0.0,1055,1845,2,2,1,635,104,Normal,Gd,GasA,Attchd
1211,1212,,,164000,12134,8,2005,1988,0.0,559,1752,2,2,0,325,12,Normal,TA,GasA,Basment
1212,1213,,,113000,9340,4,1950,1941,0.0,672,672,1,1,0,0,113,Normal,TA,GasA,Attchd
1213,1214,,,145000,10246,4,2001,1965,0.0,648,960,0,1,0,88,0,Normal,TA,GasA,Attchd
1214,1215,,,134500,10205,5,1962,1962,0.0,925,999,1,1,0,150,72,Normal,TA,GasA,Attchd
1215,1216,,MnPrv,125000,7094,5,1966,1966,0.0,894,894,1,1,0,0,0,Normal,TA,GasA,Detchd
1216,1217,,,112000,8930,6,1978,1978,0.0,0,1902,2,2,0,0,0,Normal,TA,GasA,Attchd
1217,1218,,,229456,8640,8,2009,2009,72.0,1300,1314,2,2,0,135,112,Partial,Gd,GasA,Attchd
1218,1219,,,80500,6240,4,1950,1947,0.0,0,912,1,0,0,0,0,Normal,TA,GasA,
1219,1220,,,91500,1680,6,1971,1971,236.0,672,1218,1,0,0,201,0,Abnorml,TA,GasA,
1220,1221,,,115000,7800,5,1964,1964,0.0,912,912,1,1,0,0,0,Abnorml,TA,GasA,Attchd
1221,1222,,,134000,8250,5,1968,1968,0.0,952,1211,1,1,1,0,63,Normal,TA,GasA,Attchd
1222,1223,,GdWo,143000,10496,6,1950,1949,320.0,1040,1846,2,1,1,0,0,Normal,TA,GasA,Attchd
1223,1224,,MnPrv,137900,10680,5,1951,1951,44.0,2136,2136,2,2,0,0,30,Normal,TA,GasA,Detchd
1224,1225,,,184000,15384,7,2005,2004,0.0,788,1490,2,2,1,100,75,Normal,Gd,GasA,Attchd
1225,1226,,MnWw,145000,10482,6,1958,1958,63.0,588,1138,1,1,0,224,0,Normal,TA,GasA,Attchd
1226,1227,,,214000,14598,6,2007,2007,74.0,894,1933,2,3,1,100,18,Normal,Gd,GasA,BuiltIn
1227,1228,,,147000,8872,5,2008,1965,300.0,912,912,1,2,0,0,240,Normal,Gd,GasA,Detchd
1228,1229,,,367294,8769,9,2008,2008,766.0,1702,1702,1,3,1,0,72,Partial,Ex,GasA,Attchd
1229,1230,,GdWo,127000,7910,5,1960,1960,0.0,1075,1507,2,1,0,0,0,Normal,TA,GasA,Basment
1230,1231,,,190000,18890,5,1977,1977,1.0,1361,2620,2,2,1,155,24,Normal,TA,GasA,BuiltIn
1231,1232,,GdWo,132500,7728,5,1962,1962,120.0,1106,1190,1,2,0,0,18,Normal,TA,GasA,Attchd
1232,1233,,,101800,9842,4,1962,1962,0.0,0,1224,2,2,0,0,0,Normal,TA,GasA,CarPort
1233,1234,,MnPrv,142000,12160,5,1959,1959,180.0,1188,1188,1,2,0,0,0,Abnorml,TA,GasA,Attchd
1234,1235,,,130000,8525,5,1950,1911,0.0,940,1964,1,0,0,0,192,Abnorml,TA,GasA,
1235,1236,,,138887,13132,5,1950,1914,0.0,747,1784,1,1,0,203,40,Normal,TA,GasA,Detchd
1236,1237,,,175500,2628,7,2003,2003,106.0,764,1626,2,2,0,0,27,Normal,Gd,GasA,BuiltIn
1237,1238,,,195000,12393,7,2005,2004,0.0,847,1948,2,2,1,100,48,Normal,Gd,GasA,BuiltIn
1238,1239,,,142500,13072,6,2005,2005,0.0,1141,1141,1,2,0,0,0,Abnorml,TA,GasA,Detchd
1239,1240,,,265900,9037,8,2006,2006,32.0,1476,1484,2,2,1,120,33,Normal,Ex,GasA,Attchd
1240,1241,,,224900,8158,7,2003,2003,252.0,884,1768,2,2,0,0,63,Normal,Gd,GasA,Attchd
1241,1242,,,248328,9849,7,2007,2007,0.0,1689,1689,2,3,0,0,56,Partial,Gd,GasA,Attchd
1242,1243,,MnPrv,170000,10625,7,1974,1974,81.0,1053,1173,2,2,2,0,120,Family,Gd,GasA,Attchd
1243,1244,,,465000,13891,10,2006,2006,,2076,2076,2,3,1,216,229,Partial,Ex,GasA,Attchd
1244,1245,,,230000,11435,8,1950,1929,0.0,792,1517,1,2,2,0,0,Normal,Gd,GasA,Detchd
1245,1246,,,178000,12090,6,2003,1984,74.0,585,1868,3,2,1,268,112,Abnorml,TA,GasA,BuiltIn
1246,1247,,,186500,8125,7,2006,2005,0.0,756,1553,2,2,0,0,45,Partial,Gd,GasA,Attchd
1247,1248,,,169900,12328,6,1976,1976,335.0,1012,1034,1,3,0,0,0,Normal,TA,GasA,Attchd
1248,1249,Grvl,,129500,9600,6,1950,1917,0.0,735,2058,1,2,1,0,0,Normal,TA,OthW,Detchd
1249,1250,,,119000,7200,5,1950,1950,0.0,876,988,1,1,0,0,80,Normal,TA,GasA,Attchd
1250,1251,,,244000,11160,7,1968,1968,0.0,2110,2110,2,2,2,0,0,Normal,Ex,GasA,Attchd
1251,1252,,,171750,3136,7,2003,2003,163.0,1405,1405,2,2,1,148,36,Normal,Gd,GasA,Attchd
1252,1253,,GdWo,130000,9858,5,1968,1968,0.0,864,874,1,1,0,33,0,Normal,TA,GasA,Attchd
1253,1254,,MnPrv,294000,17542,7,2003,1974,0.0,1192,2167,2,2,2,220,47,Normal,Gd,GasA,Attchd
1254,1255,,,165400,6931,7,2004,2003,92.0,746,1656,2,2,1,178,128,Normal,Gd,GasA,BuiltIn
1255,1256,,,127500,6240,6,1950,1931,0.0,884,1367,1,1,1,0,0,Normal,TA,GasA,Detchd
1256,1257,,,301500,14303,8,1994,1994,554.0,1986,1987,2,2,1,262,36,Normal,Gd,GasA,Attchd
1257,1258,,,99900,4060,5,1950,1922,0.0,864,864,1,0,0,0,96,Normal,TA,GasA,
1258,1259,,,190000,9587,7,2005,2005,182.0,856,1166,2,2,0,212,0,Normal,Gd,GasA,Attchd
1259,1260,,,151000,9750,6,1969,1969,0.0,1054,1054,1,2,0,180,0,Normal,TA,GasA,Attchd
1260,1261,,,181000,24682,6,1999,1999,0.0,841,1675,2,2,1,0,103,Normal,TA,GasA,BuiltIn
1261,1262,,,128900,9600,5,1956,1956,0.0,1050,1050,1,1,0,0,0,Normal,TA,GasA,Attchd
1262,1263,,,161500,11250,4,1989,1957,0.0,1104,1788,1,1,2,120,0,Normal,TA,GasA,Attchd
1263,1264,Pave,GdPrv,180500,13515,6,1950,1919,0.0,764,1824,1,2,1,0,0,Normal,TA,GasA,Detchd
1264,1265,,,181000,4060,6,1999,1998,0.0,1405,1337,2,2,0,144,68,Abnorml,Gd,GasA,Attchd
1265,1266,,,183900,3735,7,1999,1999,218.0,691,1452,2,2,0,0,34,Normal,Gd,GasA,Detchd
1266,1267,,MnPrv,122000,10120,7,1950,1910,0.0,925,1889,1,1,1,0,0,Normal,TA,GasA,Detchd
1267,1268,,,378500,13214,9,2009,2008,0.0,2002,2018,2,3,1,144,76,Normal,Ex,GasA,Attchd
1268,1269,,GdWo,381000,14100,8,1997,1935,632.0,728,3447,3,3,2,314,12,Normal,Gd,GasA,BuiltIn
1269,1270,,GdWo,144000,11344,5,1958,1958,180.0,874,1524,1,1,0,0,0,Normal,TA,GasW,Attchd
1270,1271,,,260000,23595,7,1979,1979,0.0,1332,1524,0,2,1,268,0,Normal,Gd,GasA,Attchd
1271,1272,,,185750,9156,6,1968,1968,0.0,1489,1489,2,2,1,0,0,Normal,Gd,GasA,Attchd
1272,1273,,MnPrv,137000,13526,5,1965,1965,114.0,935,935,1,1,0,180,0,Normal,TA,GasA,Attchd
1273,1274,,GdPrv,177000,11512,6,2006,1959,84.0,1019,1357,1,1,1,0,0,Normal,Ex,GasA,Basment
1274,1275,,,139000,5362,5,2003,1910,0.0,661,1250,2,2,1,242,0,Normal,TA,GasA,Detchd
1275,1276,,,137000,11345,5,1950,1948,567.0,928,1920,2,2,0,0,0,Normal,TA,GasA,Detchd
1276,1277,,,162000,12936,6,1972,1972,0.0,723,1395,1,2,1,294,116,Normal,TA,GasA,Attchd
1277,1278,,,197900,17871,6,1976,1967,359.0,1680,1724,1,2,1,0,0,Normal,TA,GasA,Attchd
1278,1279,,,237000,9473,8,2002,2002,,1128,2031,2,2,1,0,211,Normal,Gd,GasA,Attchd
1279,1280,,,68400,7500,4,1950,1920,0.0,698,1128,1,2,0,30,0,Abnorml,TA,GasA,Detchd
1280,1281,,,227000,9808,7,2002,2002,110.0,1573,1573,2,2,0,0,72,Normal,Gd,GasA,Attchd
1281,1282,,,180000,8049,7,1990,1990,54.0,1309,1339,2,2,1,0,58,Normal,TA,GasA,Attchd
1282,1283,,,150500,8800,5,2008,1977,0.0,1040,1040,2,2,0,0,0,Normal,Gd,GasA,Detchd
1283,1284,,,139000,9400,6,1971,1971,0.0,912,1824,2,0,0,128,0,Normal,TA,GasA,
1284,1285,,,169000,9638,6,1990,1919,0.0,804,2447,2,1,1,272,0,Normal,Gd,GasA,Detchd
1285,1286,,,132500,6000,6,1950,1939,0.0,780,1412,1,1,1,45,0,Normal,TA,GasA,Detchd
1286,1287,,,143000,9790,6,1963,1963,451.0,1328,1328,1,2,2,0,26,Normal,TA,GasA,Attchd
1287,1288,,,190000,36500,5,1964,1964,621.0,1624,1582,2,2,0,168,198,Normal,TA,GasA,Attchd
1288,1289,,,278000,5664,8,2000,2000,0.0,1501,1659,2,2,1,212,59,Normal,Ex,GasA,Attchd
1289,1290,,,281000,11065,8,2006,2006,788.0,1085,1970,2,3,1,177,74,Partial,Ex,GasA,BuiltIn
1290,1291,,,180500,14112,5,1964,1964,86.0,1152,1152,1,2,1,227,0,Normal,TA,GasA,Attchd
1291,1292,,,119500,1680,5,1972,1972,268.0,630,1302,2,1,0,185,0,Normal,TA,GasA,Detchd
1292,1293,,,107500,6600,5,1965,1892,0.0,994,2372,2,1,0,0,287,Normal,TA,GasA,Attchd
1293,1294,,GdWo,162900,10140,7,1976,1976,0.0,832,1664,2,2,1,0,28,Normal,TA,GasA,Attchd
1294,1295,,,115000,8172,5,1990,1955,0.0,864,864,1,2,0,0,0,Normal,TA,GasA,Detchd
1295,1296,,GdWo,138500,8400,5,1968,1968,168.0,1052,1052,1,1,0,356,0,Normal,TA,GasA,Attchd
1296,1297,,MnPrv,155000,8700,5,1963,1963,148.0,1120,1128,2,2,0,192,20,Normal,TA,GasA,Attchd
1297,1298,,,140000,3675,6,2006,2005,82.0,547,1072,2,2,0,0,44,Partial,TA,GasA,Basment
1298,1299,,,160000,63887,10,2008,2008,796.0,6110,5642,2,2,3,214,292,Partial,Ex,GasA,Attchd
1299,1300,,GdPrv,154000,7500,5,1994,1959,0.0,1246,1246,1,1,0,218,0,Normal,Gd,GasA,Attchd
1300,1301,,,225000,10762,7,1999,1999,344.0,978,1983,2,2,1,0,0,Normal,Gd,GasA,Attchd
1301,1302,,,177500,7500,6,1950,1942,0.0,771,1494,1,1,2,0,0,Normal,Gd,GasA,Attchd
1302,1303,,,290000,10120,8,1994,1994,391.0,1165,2526,2,3,1,309,78,Normal,Gd,GasA,Attchd
1303,1304,,,232000,8688,7,2005,2005,228.0,1616,1616,2,3,0,208,59,Normal,Gd,GasA,Attchd
1304,1305,,,130000,3363,7,2004,2004,117.0,976,1708,2,2,0,0,40,Normal,Gd,GasA,Detchd
1305,1306,,,325000,13173,9,2007,2006,300.0,1652,1652,2,2,2,404,102,Normal,Ex,GasA,Attchd
1306,1307,,,202500,6955,7,2006,2005,94.0,1368,1368,2,2,1,132,35,Partial,Gd,GasA,Attchd
1307,1308,,,138000,8072,5,1995,1994,0.0,990,990,1,2,0,0,64,Normal,TA,GasA,Detchd
1308,1309,,GdWo,147000,12000,5,2005,1948,0.0,924,1122,1,2,0,0,36,Normal,Gd,GasA,Attchd
1309,1310,,GdWo,179200,7153,6,1991,1991,88.0,1278,1294,2,2,0,112,51,Normal,Gd,GasA,Attchd
1310,1311,,,335000,17500,7,2002,1959,0.0,1902,1902,2,2,2,0,207,Normal,Ex,GasA,Attchd
1311,1312,,,203000,8814,7,2007,2005,80.0,1274,1274,2,2,0,264,98,Partial,Gd,GasA,Attchd
1312,1313,,,302000,9572,8,1990,1990,336.0,1453,2810,2,2,1,500,0,Normal,Gd,GasA,Attchd
1313,1314,,,333168,14774,9,1999,1999,165.0,1393,2599,2,3,1,668,30,Normal,Gd,GasA,BuiltIn
1314,1315,,,119000,8190,4,1954,1954,0.0,948,948,1,1,1,0,36,Normal,TA,GasA,Detchd
1315,1316,,,206900,11075,6,1969,1969,0.0,952,2112,2,2,2,280,0,Normal,TA,GasA,Attchd
1316,1317,,,295493,10226,8,2008,2008,270.0,1622,1630,2,3,1,172,42,Normal,Ex,GasA,Attchd
1317,1318,Pave,,208900,4230,7,2007,2006,0.0,1352,1352,2,2,1,0,241,Partial,Gd,GasA,Attchd
1318,1319,,,275000,14781,8,2002,2001,178.0,1753,1787,2,3,1,198,150,Normal,Gd,GasA,Attchd
1319,1320,,,111000,10215,4,1954,1954,132.0,864,948,1,1,0,0,0,Normal,TA,GasA,Attchd
1320,1321,,,156500,8400,6,1957,1957,0.0,1478,1478,1,2,2,114,0,Normal,TA,GasA,Attchd
1321,1322,,,72500,6627,3,1950,1949,0.0,0,720,1,1,0,0,0,Normal,TA,Floor,Detchd
1322,1323,,,190000,10186,7,1992,1992,0.0,750,1923,2,2,1,240,39,Normal,Gd,GasA,Attchd
1323,1324,,,82500,5330,4,1950,1940,0.0,420,708,1,0,0,164,0,Normal,Fa,GasA,
1324,1325,,,147000,9986,8,2007,2006,428.0,1795,1795,2,3,1,0,49,Partial,Gd,GasA,Attchd
1325,1326,,MnPrv,55000,3636,4,1950,1922,0.0,796,796,1,0,0,0,0,Normal,TA,GasA,
1326,1327,,,79000,4270,3,2006,1931,0.0,544,774,1,0,0,0,0,Normal,Gd,GasA,
1327,1328,,MnPrv,130500,6600,5,2008,1982,0.0,816,816,1,1,1,0,0,Normal,Gd,GasA,Attchd
1328,1329,Grvl,MnPrv,256000,10440,6,1950,1920,0.0,1510,2792,2,2,2,0,547,Normal,TA,GasW,Detchd
1329,1330,,,176500,9084,7,1998,1998,0.0,935,1632,2,2,1,0,28,Normal,TA,GasA,Attchd
1330,1331,,,227000,10000,8,2006,2006,410.0,1588,1588,2,3,1,144,45,Normal,Gd,GasA,Attchd
1331,1332,,,132500,10780,5,1976,1976,0.0,911,954,1,2,0,0,0,Normal,TA,GasA,Detchd
1332,1333,,,100000,8877,4,1958,1938,0.0,816,816,1,1,1,0,0,Normal,TA,GasA,Detchd
1333,1334,,MnPrv,125500,7200,5,1995,1938,0.0,803,1360,1,1,0,0,65,Normal,Gd,GasA,Detchd
1334,1335,,,125000,2368,5,1970,1970,312.0,765,1365,1,2,0,0,36,Normal,TA,GasA,Attchd
1335,1336,,,167900,9650,6,1977,1977,360.0,1350,1334,2,2,1,0,16,Normal,TA,GasA,Attchd
1336,1337,,,135000,9246,5,1973,1973,564.0,1656,1656,2,2,0,0,211,Normal,TA,GasA,Detchd
1337,1338,Grvl,,52500,4118,4,1950,1941,0.0,693,693,1,0,0,0,20,Normal,Fa,Grav,
1338,1339,,,200000,13450,7,2002,2002,0.0,916,1861,2,2,0,146,91,Normal,Gd,GasA,BuiltIn
1339,1340,,,128500,9560,5,1972,1972,0.0,864,864,1,1,0,0,0,Normal,TA,GasA,Attchd
1340,1341,,GdWo,123000,8294,4,1971,1971,0.0,858,872,1,4,0,0,0,Normal,TA,GasA,Detchd
1341,1342,,,155000,13695,6,2004,2003,0.0,1114,1114,1,2,0,0,78,Normal,Gd,GasA,Detchd
1342,1343,,,228500,9375,8,2002,2002,149.0,1284,2169,2,2,1,192,87,Normal,Gd,GasA,Attchd
1343,1344,,,177000,7558,6,1950,1928,0.0,896,1913,1,2,1,0,0,Normal,TA,GasA,Detchd
1344,1345,,,155835,11103,7,2006,2006,0.0,728,1456,2,2,1,0,0,Partial,Gd,GasA,Attchd
1345,1346,,,108500,6000,4,1950,1920,0.0,960,960,1,1,0,0,0,Normal,Fa,GasA,Detchd
1346,1347,,,262500,20781,7,2003,1968,0.0,1568,2156,2,2,1,0,80,Normal,TA,GasA,Attchd
1347,1348,,,283463,15306,8,2007,2006,100.0,1732,1776,2,3,1,0,0,Partial,Gd,GasA,Attchd
1348,1349,,,215000,16196,7,1998,1998,0.0,1482,1494,2,2,1,402,25,Normal,Gd,GasA,Attchd
1349,1350,Pave,,122000,5250,8,1987,1872,0.0,684,2358,2,0,0,0,54,Normal,TA,OthW,
1350,1351,,,200000,11643,5,1969,1969,368.0,1248,2634,2,4,0,0,0,Normal,TA,GasA,Detchd
1351,1352,,,171000,9247,6,1962,1962,318.0,858,1716,1,2,1,0,84,Normal,TA,GasA,Attchd
1352,1353,,,134900,6000,6,2000,1937,0.0,698,1176,1,2,0,210,0,Normal,TA,GasA,Detchd
1353,1354,,,410000,14720,8,1996,1995,579.0,2033,3238,2,3,1,283,86,Normal,Gd,GasA,Attchd
1354,1355,,,235000,10316,7,2000,2000,0.0,992,1865,2,3,1,0,184,Normal,Gd,GasA,Attchd
1355,1356,,GdPrv,170000,10192,7,1992,1968,143.0,570,1920,3,2,1,0,98,Normal,Gd,GasA,Attchd
1356,1357,,GdWo,110000,9477,5,1966,1966,65.0,864,892,1,1,0,0,0,Normal,TA,GasA,Attchd
1357,1358,,,149900,12537,5,2008,1971,0.0,1078,1078,1,2,1,0,0,Normal,TA,GasA,Attchd
1358,1359,,,177500,2117,6,2000,2000,216.0,756,1573,2,2,0,0,32,Normal,Gd,GasA,Detchd
1359,1360,,,315000,16737,9,2005,2004,66.0,1980,1980,2,3,1,194,45,Normal,Ex,GasA,Attchd
1360,1361,,,189000,9842,5,1998,1921,0.0,612,2601,3,2,0,183,0,Normal,TA,GasA,BuiltIn
1361,1362,,,260000,16158,7,2005,2005,16.0,1530,1530,2,2,1,168,36,Normal,Gd,GasA,Attchd
1362,1363,,,104900,12513,4,2007,1920,0.0,715,1738,2,1,1,55,0,Normal,TA,GasA,Attchd
1363,1364,,,156932,8499,6,2007,2006,0.0,616,1412,2,2,1,0,36,Partial,Gd,GasA,BuiltIn
1364,1365,Pave,,144152,3180,7,2005,2005,0.0,600,1200,2,2,0,0,166,Abnorml,Gd,GasA,Detchd
1365,1366,,,216000,7500,7,2000,2000,0.0,814,1674,2,2,0,0,96,Normal,Gd,GasA,Attchd
1366,1367,,,193000,9179,7,1999,1999,158.0,873,1790,2,2,0,0,88,Abnorml,Gd,GasA,Attchd
1367,1368,,,127000,2665,5,1977,1977,0.0,757,1475,2,1,1,104,26,Normal,TA,GasA,Attchd
1368,1369,,,144000,4435,6,2004,2003,170.0,848,848,1,2,0,140,0,Normal,Gd,GasA,Attchd
1369,1370,,,232000,10635,8,2003,2003,171.0,1657,1668,2,2,1,0,262,Normal,Gd,GasA,Attchd
1370,1371,,,105000,5400,4,1950,1920,0.0,840,1374,1,1,0,0,0,Normal,TA,GasA,Detchd
1371,1372,,MnPrv,165500,9600,6,1996,1955,0.0,992,1661,1,1,1,0,28,Normal,Gd,GasA,BuiltIn
1372,1373,,,274300,9750,7,1998,1998,0.0,1108,2097,2,2,1,253,170,Normal,Gd,GasA,Detchd
1373,1374,,,466500,11400,10,2002,2001,705.0,2633,2633,2,3,2,314,140,Normal,Ex,GasA,Attchd
1374,1375,,,250000,10625,7,2005,2005,0.0,1026,1958,2,3,1,154,210,Normal,Gd,GasA,Attchd
1375,1376,,,239000,10991,8,2007,2007,80.0,1571,1571,2,3,1,100,36,Partial,Gd,GasA,Attchd
1376,1377,,,91000,6292,6,1950,1930,0.0,768,790,1,1,0,0,141,Normal,TA,GasA,Detchd
1377,1378,Grvl,,117000,10998,5,1960,1941,0.0,984,1604,2,2,0,0,68,Normal,TA,GasA,Detchd
1378,1379,,,83000,1953,6,1973,1973,408.0,483,987,1,1,0,72,0,Normal,TA,GasA,Detchd
1379,1380,,,167500,9735,5,2007,2006,0.0,384,1394,2,2,0,100,0,Normal,Gd,GasA,BuiltIn
1380,1381,Grvl,,58500,8212,3,1950,1914,0.0,864,864,1,1,0,0,0,Normal,TA,GasA,Detchd
1381,1382,,,237500,12925,6,1970,1970,0.0,1205,2117,2,2,2,0,42,Normal,TA,GasA,Attchd
1382,1383,,,157000,7200,7,1950,1920,0.0,596,1762,1,2,0,36,0,Normal,Gd,GasA,Detchd
1383,1384,,,112000,25339,5,2007,1918,0.0,816,1416,2,2,0,0,0,Normal,Gd,GasA,Attchd
1384,1385,,MnPrv,105000,9060,6,1950,1939,0.0,560,1258,1,1,0,0,0,Normal,TA,GasA,Detchd
1385,1386,,MnPrv,125500,5436,4,2007,1922,0.0,796,1154,1,1,0,0,96,Normal,Gd,GasA,Detchd
1386,1387,,MnPrv,250000,16692,7,1978,1978,184.0,1392,2784,3,2,2,0,112,Normal,Gd,GasA,Attchd
1387,1388,Grvl,GdWo,136000,8520,6,1950,1916,0.0,714,2526,2,1,1,88,15,Family,Gd,GasW,Detchd
1388,1389,,,377500,14892,9,2007,2006,160.0,1746,1746,2,3,2,201,39,Normal,Ex,GasA,Attchd
1389,1390,,,131000,6000,6,1950,1941,0.0,735,1218,1,2,1,0,0,Normal,TA,GasA,Detchd
1390,1391,,,235000,9100,7,2000,2000,244.0,1525,1525,2,2,0,219,36,Normal,Gd,GasA,Attchd
1391,1392,,,124000,8944,5,1967,1967,0.0,1584,1584,2,3,0,0,152,Normal,TA,GasA,Detchd
1392,1393,,MnWw,123000,7838,5,1967,1967,0.0,864,900,1,1,1,175,144,Normal,TA,GasA,Attchd
1393,1394,Pave,,163000,10800,6,2000,1905,0.0,482,1912,2,2,1,0,25,Normal,TA,GasA,Detchd
1394,1395,,,246578,4045,7,2006,2006,45.0,1356,1500,2,3,1,161,20,Partial,Gd,GasA,Attchd
1395,1396,,,281213,12665,8,2006,2005,245.0,1094,2482,2,3,1,144,39,Normal,Gd,GasA,BuiltIn
1396,1397,,,160000,57200,5,1950,1948,0.0,747,1687,1,2,2,0,0,Normal,TA,GasA,Detchd
1397,1398,,,137500,6120,5,2004,1920,0.0,939,1513,1,1,0,24,0,Normal,TA,GasA,Detchd
1398,1399,,GdPrv,138000,7200,5,1982,1950,0.0,1208,1904,1,1,0,0,0,Normal,TA,GasA,Attchd
1399,1400,,MnPrv,137450,6171,6,1990,1925,0.0,976,1608,2,1,1,147,16,Normal,Gd,GasA,Detchd
1400,1401,,,120000,6000,6,1950,1929,0.0,862,1158,1,1,1,0,0,Normal,TA,GasA,BuiltIn
1401,1402,,,193000,7415,6,2004,2004,0.0,839,1593,2,2,1,100,75,Normal,TA,GasA,Attchd
1402,1403,,,193879,6762,7,2006,2006,0.0,1286,1294,2,2,1,168,55,Partial,Gd,GasA,Attchd
1403,1404,,,282922,15256,8,2007,2007,84.0,1485,1464,2,3,0,168,160,Normal,Gd,GasA,Attchd
1404,1405,Grvl,MnPrv,105000,10410,3,1950,1915,0.0,672,1214,1,3,0,216,0,Family,TA,GasA,Detchd
1405,1406,,,275000,3842,8,2005,2004,174.0,1594,1646,2,2,1,128,53,Normal,Gd,GasA,Attchd
1406,1407,,MnPrv,133000,8445,5,2007,1972,0.0,768,768,1,2,0,58,0,Normal,TA,GasA,Detchd
1407,1408,,MnPrv,112000,8780,5,1985,1985,0.0,833,833,1,0,0,0,0,Normal,TA,GasA,
1408,1409,,,125500,7740,4,1950,1910,0.0,622,1363,1,2,0,0,0,Normal,TA,GasA,Detchd
1409,1410,,MnPrv,215000,20544,7,1991,1986,123.0,791,2093,2,2,1,364,63,Normal,TA,GasA,Attchd
1410,1411,,,230000,12420,7,2001,2001,0.0,944,1840,2,2,0,0,45,Normal,Gd,GasA,Attchd
1411,1412,,MnPrv,140000,9600,6,2005,1950,0.0,856,1668,1,1,0,0,0,Normal,TA,GasA,Attchd
1412,1413,,,90000,7200,4,1950,1949,0.0,0,1040,2,2,0,0,0,Normal,TA,Wall,Detchd
1413,1414,,,257000,10994,8,2006,2005,366.0,1844,1844,2,2,1,165,44,Abnorml,Gd,GasA,Attchd
1414,1415,Pave,,207000,13053,6,2000,1923,0.0,833,1848,1,2,1,0,0,Normal,Gd,GasA,Detchd
1415,1416,,,175900,3635,7,2007,2007,130.0,1386,1569,2,3,1,143,20,Normal,Gd,GasA,Attchd
1416,1417,,,122500,11340,4,1950,1885,0.0,777,2290,2,2,0,0,0,Normal,TA,GasA,Detchd
1417,1418,,,340000,16545,8,1998,1998,731.0,1284,2450,2,3,1,0,126,Normal,Gd,GasA,Attchd
1418,1419,,,124000,9204,5,1963,1963,0.0,1144,1144,1,1,0,0,88,Normal,TA,GasA,Detchd
1419,1420,,,223000,16381,6,1969,1969,312.0,1844,1844,2,2,1,0,73,Normal,Gd,GasA,Attchd
1420,1421,,,179900,11700,6,1968,1968,420.0,708,1416,2,2,1,0,169,Normal,TA,GasA,Attchd
1421,1422,,,127500,4043,6,1977,1977,0.0,1069,1069,2,2,1,0,55,Normal,TA,GasA,Attchd
1422,1423,,,136500,4435,6,2003,2003,170.0,848,848,1,2,0,140,0,Normal,Gd,GasA,Attchd
1423,1424,,GdPrv,274970,19690,6,1966,1966,0.0,697,2201,2,2,1,586,236,Alloca,Gd,GasA,Attchd
1424,1425,,GdWo,144000,9503,5,1983,1958,0.0,1024,1344,1,1,1,316,28,Normal,TA,GasA,Detchd
1425,1426,,,142000,10721,6,1959,1959,243.0,1252,1252,1,2,0,0,39,Normal,Gd,GasA,Detchd
1426,1427,,,271000,10944,7,1994,1994,448.0,1223,2127,2,2,2,171,132,Normal,Gd,GasA,Attchd
1427,1428,Grvl,,140000,10930,5,1950,1945,0.0,913,1558,1,1,1,0,0,Normal,TA,GasA,Attchd
1428,1429,,MnPrv,119000,7200,5,1992,1940,294.0,788,804,1,1,2,0,0,Abnorml,Gd,GasA,Attchd
1429,1430,,,182900,12546,6,1981,1981,310.0,1440,1440,2,2,1,0,0,Normal,Gd,GasA,Attchd
1430,1431,,,192140,21930,5,2005,2005,0.0,732,1838,2,2,1,100,40,Normal,TA,GasA,BuiltIn
1431,1432,,,143750,4928,6,1976,1976,0.0,958,958,2,2,0,0,60,Normal,TA,GasA,Attchd
1432,1433,Grvl,,64500,10800,4,2007,1927,0.0,656,968,2,1,0,0,0,Normal,TA,GasA,Detchd
1433,1434,,,186500,10261,6,2000,2000,318.0,936,1792,2,2,1,0,0,Normal,TA,GasA,Attchd
1434,1435,,,160000,17400,5,1977,1977,0.0,1126,1126,2,2,1,295,41,Normal,TA,GasA,Attchd
1435,1436,,GdPrv,174000,8400,6,2005,1962,237.0,1319,1537,1,2,1,0,36,Abnorml,Gd,GasA,Attchd
1436,1437,,GdWo,120500,9000,4,1971,1971,0.0,864,864,1,2,0,0,0,Normal,TA,GasA,Detchd
1437,1438,,,394617,12444,8,2008,2008,426.0,1932,1932,2,3,1,0,66,Partial,Ex,GasA,Attchd
